timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2720000,0.00599016,-0.00405081,0.0080172,0.999993,-0.000427766,0.000845296,0.00359963,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2748000,0.00149031,0.00294624,0.015016,0.999993,-0.000486304,0.00088338,0.00367039,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2776000,0.0179906,0.0114431,0.00751652,0.999993,-0.000380956,0.00095276,0.00363973,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2808000,0.000991319,-0.00606353,0.00152236,0.999993,-0.00031384,0.000831792,0.00360217,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2836000,-0.00150818,-0.00156694,-0.0119779,0.999993,-0.00029381,0.000780102,0.00356482,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2864000,-0.00850756,-0.0035705,-0.00197651,0.999993,-0.000356567,0.000708856,0.00355206,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2892000,-0.00600621,0.00692205,-0.0169779,0.999994,-0.000394851,0.000826248,0.00351113,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2920000,-0.00250525,-0.0110818,-0.0109825,0.999994,-0.00035215,0.00072661,0.00351973,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2948000,0.00549568,0.00741411,0.0100191,0.999994,-0.000276869,0.00079178,0.00352342,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
2976000,0.00349797,-0.00259435,0.0030162,0.999993,-0.000360958,0.000752015,0.00359181,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
3004000,-0.00700067,-9.87676e-05,-0.000987984,0.999994,-0.000429989,0.000725784,0.00348236,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
3036000,0.000500949,0.0183966,-0.00648806,0.999994,-0.000414704,0.000740366,0.00343728,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
3068000,0.00350419,-0.00711274,0.00201353,0.999994,-0.000420582,0.000645157,0.00343763,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
3100000,-0.00399389,0.00988226,-0.00599301,0.999994,-0.000462694,0.000721467,0.00349229,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
3128000,0.00951008,-0.00162769,-0.000493424,0.999994,-0.00052037,0.000701384,0.00348374,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
3160000,0.0105122,0.00286708,-0.00898678,0.999994,-0.000429593,0.000735991,0.00344823,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
3188000,0.00251455,-0.0131383,1.70233e-05,0.999994,-0.000468506,0.000664274,0.00342097,0.999994,-2.36809e-06,-1.16761e-06,0.00345395,1
